"ticket_id","ticket_name","full_thread_text"
"21094199","Request to Confirm or Reset FileZilla Credentials","[2026-03-20 07:39 | Sreya Johny] Customer Added a Review on this ticket"
[2026-02-24 03:25 | Chris Holloway] Hi Jason, The SP change for the inHance Reindex sql job that I made last week should help with performance. Please let me know if you see any improvements or need additional help with this.

[2026-03-03 01:04 | Tony Williams] Jason, Have you seen any changes or improvements?

[2026-03-03 02:04 | Tony Williams] Jason, Have you seen any changes or improvements?

[2026-03-09 01:47 | Chris Holloway] Hi Jason, Are you able to get the CC Payments now? Or see any improvements to speed in impresa?

[2026-03-09 02:47 | Chris Holloway] Hi Jason, Are you able to get the CC Payments now? Or see any improvements to speed in impresa?

[2026-03-16 01:53 | Jason Kennedy] Tony, I wasn't getting alerts to your comments. Sorry for the delay! We havent had the issue since then in that capacity, but we do get some items around 3 am from time to time."
"21034098","Users unable to open Impresa","[2026-02-17 05:21 | Solomon Belton] Issue: Users were unable to login to Impresa following updated password policy > Steps Taken: Partnered w/Chris and Tony > Connect remotely > instructions demonstrated/relayed to login to each user's profile and type in correct server name > for users that log onto multiple devices; logged into each computer following instructions; in one or two cases; a simple reboot was needed; successfulTakeaway: Issue related to roaming profile; time and correct server name neededNo further issues stated; Closed tkt."
"21033793","AzureAD Migration","[2026-02-17 03:52 | Trent Johnson] Hello, We are working with Cross Timbers Water Supply and we are moving all of their computers off of a local domain to an AzureAD cloud setup, which obviously creates a new Windows profile. After migrating Karen's and Pradip's, we realized we do not know the passwords for Pradip's (or anyones) Parallels login. Can you assist us with this? Even if it requires resetting passwords. Trent Johnson Local Circuit | I.T. Service & Security P 940.484.8999 | 606 N. Bell Ave. | Denton, TX 76209 Support Requests: Help@TheLocalCircuit.com ********** This electronic transmission and any attached documents or other writings are confidential and are for the sole use of the intended recipient(s) identified above. This message may contain information that is privileged, confidential or otherwise protected from disclosure under applicable law. If the receiver of this information is not the intended recipient, or the employee, or agent responsible for delivering the information to the intended recipient, you are hereby notified that any use, reading, dissemination, distribution, copying or storage of this information is strictly prohibited. If you have received this information in error, please notify the sender by return email and delete the electronic transmission, including all attachments from your system. This email has been scanned for viruses and malware, and may have been automatically archived.

[2026-02-17 10:05 | Lisa Ward] I am reaching out to several resources to find a solution,

[2026-02-17 10:55 | Marcus Yabuta] Need to login to SQL VM, and reset the PW for those users. They likely clicked to save their PW when they first moved to the cloud, and forgot their PW.

[2026-02-18 02:10 | Pradip Patel] GP is not receiving data from Impresa. Karen does not have any access to impresa too. Please fix this issue as soon as possible. Pradip Controller

[2026-02-18 02:42 | Chris Holloway] Hi Pradip, We are looking into this now. Is anyone able to get into impresa currently? We will need to push for a password change through the AD in Azure I believe.

[2026-02-18 06:01 | Lisa Ward] Karen and Pradrip are both able to get into Impresa. I had to reconfigure the server connection and change their AD passwords. I also confirmed that the migration to Microsoft 365 should not change our current Impresa process. We will continue to use the current Active Directory on the Impresa SQL Server.

[2026-02-18 06:15 | Pradip Patel] Lisa, We are ready for Chad and Codi, please set them up with impresa. Pradip Controller

[2026-02-18 07:43 | Lisa Ward] Connected to Tammy, Codi and Chad's computers and configured a connection as well as changed their AD passwords"
"21032626","Other Impresa users cant search the other customers","[2026-02-16 09:43 | Michael Calibo] Hi Chris, Can you help us figure out this problem? Some of us cant search this customers but other can. It becomes orange and cant find it. I thought its just filter but its not. MICHAEL CALIBO COMMONWEALTH UTILITIES CORPORATION

[2026-02-16 09:53 | Chris Holloway] Michael, This is probably due to the bill to address missing and the data already having been loaded. This is my initial guess. See if a user who can get to the account can check the bill to address, copy it, and then change it to a different address and change it back. This may not be the problem, however, I am not able to get on the server, it is requesting a password change and my user name does not have the rights to change my password. Cc: Patrick Reyes ; Arvin Daluyen ; Lee Lieto ; Elizabeth John ; Shani Cabrera ; Therese Terlaje Hi Chris, Can you help us figure out this problem? Some of us cant search this customers but other can. It becomes orange and cant find it. I thought its just filter but its not. MICHAEL CALIBO COMMONWEALTH UTILITIES CORPORATION

[2026-02-16 10:01 | Chris Holloway] Hi Michael, I was able to connect with a different user name, and confirmed that the missing billing address is not the problem. See if the users who cannot get to the account can close out of the customer screen and reload it, then go to the account.

[2026-02-16 10:11 | Michael Calibo] Hi Chris, Not sure if Im able to do that process. Is there a step by step process to do this with picture? @Lee Lieto Will you able to do this? Mike Cc: Patrick Reyes ; Arvin Daluyen ; Lee Lieto ; Elizabeth John ; Shani Cabrera ; Therese Terlaje Michael, This is probably due to the bill to address missing and the data already having been loaded. This is my initial guess. See if a user who can get to the account can check the bill to address, copy it, and then change it to a different address and change it back. This may not be the problem, however, I am not able to get on the server, it is requesting a password change and my user name does not have the rights to change my password. Christopher Holloway ​​​​ Support Analyst P: +1 430-247-5536 F: 903-535-9015 E: CHolloway@harriscomputer.com Arkansas If you prefer not to be contacted by Harris Operating Group please notify us. ​ Can you help us figure out this problem? Some of us cant search this customers but other can. It becomes orange and cant find it. I thought its just filter but its not. MICHAEL CALIBO COMMONWEALTH UTILITIES CORPORATION

[2026-02-16 10:23 | Chris Holloway] Hi Michael, Please have the users who cannot see the account number 79177 log out of impresa and back in. I am not seeing a problem on the server with this account.

[2026-02-17 02:30 | Chris Holloway] Hi Michael, Please reopen this ticket if this is still a problem.

[2026-02-17 09:41 | Michael Calibo] Hi Chris, Im testing it on my side but still the same. Some people are ok, but it was the manager of the power division are the one who cannot access it and us in the IT. MICHAEL CALIBO COMMONWEALTH UTILITIES CORPORATION

[2026-02-22 11:26 | Lee Lieto] Hello Chris, I'm not sure too. Lee T. Lieto Power Division T&D - Manager Commonwealth Utilities Corporation Power (T&D) Division Ground Floor Oleai Joeten Bldg - Rm. 109 PO Box 501220 Saipan MP, 96950 (W) 664-7502 (E) lee.lieto@cucgov.org *NOTICE: *The contents of this e-mail message and any attachments are confidential and are intended solely for the addressee. The information may also be legally privileged. This transmission is sent for the sole purpose of delivery to the intended recipient. If you have received this transmission in error, any use, reproduction or dissemination of this transmission is strictly prohibited. If you are not the intended recipient, please notify the sender immediately by reply e-mail and *delete* this message and its attachments, if any. Cc: Patrick Reyes ; Arvin Daluyen ; Elizabeth John ; Shani Cabrera ; Therese Terlaje Hi Chris, Not sure if Im able to do that process. Is there a step by step process to do this with picture? @Lee Lieto Will you able to do this? Mike Cc: Patrick Reyes ; Arvin Daluyen ; Lee Lieto ; Elizabeth John ; Shani Cabrera ; Therese Terlaje Michael, This is probably due to the bill to address missing and the data already having been loaded. This is my initial guess. See if a user who can get to the account can check the bill to address, copy it, and then change it to a different address and change it back. This may not be the problem, however, I am not able to get on the server, it is requesting a password change and my user name does not have the rights to change my password. Christopher Holloway ​​​​ Support Analyst P: +1 430-247-5536 F: 903-535-9015 E: CHolloway@harriscomputer.com Arkansas If you prefer not to be contacted by Harris Operating Group please notify us. ​ Can you help us figure out this problem? Some of us cant search this customers but other can. It becomes orange and cant find it. I thought its just filter but its not. MICHAEL CALIBO
